e_t,e,e_d,s_t,s,s_d
1958.99135,572.01115,0,,,
1959,572.01115,-0.72765,,,
1959.991342,571.2898,0,,,
1960,571.2898,-0.72695,,,
1960.991334,570.56915,0,,,
1961,570.56915,-0.72625,,,
1961.991325,569.8492,0,,,
1962,569.8492,-0.72555,,,
1962.991317,569.12995,0,,,
1963,569.12995,-0.72485,,,
1963.991309,568.4114,0,,,
1964,568.4114,-0.72415,,,
1964.9913,567.69355,0,,,
1965,567.69355,-0.72345,,,
1965.991292,566.9764,0,,,
1966,566.9764,-0.72275,,,
1966.991283,566.25995,0,,,
1967,566.25995,-0.72205,,,
1967.991275,565.5442,0,,,
1968,565.5442,-0.72135,,,
1968.991266,564.82915,0,,,
1969,564.82915,-0.72065,,,
1969.991258,564.1148,0,,,
1970,564.1148,-0.71995,,,
1970.991249,563.40115,0,,,
1971,563.40115,-0.71925,,,
1971.991241,562.6882,0,,,
1972,562.6882,-0.71855,,,
1972.991232,561.97595,0,,,
1973,561.97595,-0.71785,,,
1973.991224,561.2644,0,,,
1974,561.2644,-0.71715,,,
1974.991215,560.55355,0,,,
1975,560.55355,-0.71645,,,
1975.991207,559.8434,0,,,
1976,559.8434,-0.71575,,,
1976.991198,559.13395,0,,,
1977,559.13395,-0.71505,,,
1977.991189,558.4252,0,,,
1978,558.4252,-0.71435,,,
1978.991181,557.71715,0,,,
1979,557.71715,-0.71365,,,
1979.991172,557.0098,0,,,
1980,557.0098,-0.71295,,,
1980.991163,556.30315,0,,,
1981,556.30315,-0.71225,,,
1981.991155,555.5972,0,,,
1982,555.5972,-0.71155,,,
1982.991146,554.89195,0,,,
1983,554.89195,-0.71085,,,
1983.991137,554.1874,0,,,
1984,554.1874,-0.71015,,,
1984.991129,553.48355,0,,,
1985,553.48355,-0.70945,,,
1985.99112,552.7804,0,,,
1986,552.7804,-0.70875,,,
1986.991111,552.07795,0,,,
1987,552.07795,-0.70805,,,
1987.991102,551.3762,0,,,
1988,551.3762,-0.70735,,,
1988.991094,550.67515,0,,,
1989,550.67515,-0.70665,,,
1989.991085,549.9748,0,,,
1990,549.9748,-0.70595,,,
1990.991076,549.27515,0,,,
1991,549.27515,-0.70525,,,
1991.991067,548.5762,0,,,
1992,548.5762,-0.70455,,,
1992.991058,547.87795,0,,,
1993,547.87795,-0.70385,,,
1993.991049,547.1804,0,,,
1994,547.1804,-0.70315,,,
1994.99104,546.48355,0,,,
1995,546.48355,-0.70245,,,
1995.991031,545.7874,0,,,
1996,545.7874,-0.70175,,,
1996.991022,545.09195,0,,,
1997,545.09195,-0.70105,,,
1997.991013,544.3972,0,,,
1998,544.3972,-0.70035,,,
1998.991004,543.70315,0,,,
1999,543.70315,-0.69965,,,
1999.990995,543.0098,0,,,
2000,543.0098,-0.69895,,,
2000.990986,542.31715,0,,,
2001,542.31715,-0.69825,,,
2001.990977,541.6252,0,,,
2002,541.6252,-0.69755,,,
2002.990968,540.93395,0,,,
2003,540.93395,-0.69685,,,
2003.990959,540.2434,0,,,
2004,540.2434,-0.69615,,,
2004.99095,539.55355,0,,,
2005,539.55355,-0.69545,,,
2005.990941,538.8644,0,,,
2006,538.8644,-0.69475,,,
2006.990932,538.17595,0,,,
2007,538.17595,-0.69405,,,
2007.990923,537.4882,0,,,
2008,537.4882,-0.69335,,,
2008.990914,536.80115,0,,,
2009,536.80115,-0.69265,,,
2009.990904,536.1148,0,,,
2010,536.1148,-0.69195,,,
2010.990895,535.42915,0,,,
2011,535.42915,-0.69125,,,
2011.990886,534.7442,0,,,
2012,534.7442,-0.69055,,,
2012.990877,534.05995,0,,,
2013,534.05995,-0.68985,,,
2013.990868,533.3764,0,,,
2014,533.3764,-0.68915,,,
2014.990858,532.69355,0,,,
2015,532.69355,-0.68845,,,
2015.990849,532.0114,0,,,
2016,532.0114,-0.68775,,,
2016.99084,531.32995,0,,,
2017,531.32995,-0.68705,,,
2017.99083,530.6492,0,,,
2018,530.6492,-0.68635,,,
2018.990821,529.96915,0,,,
2019,529.96915,-0.68565,,,
2019.990812,529.2898,0,,,
2020,529.2898,-0.68495,,,
2020.990802,528.61115,0,,,
2021,528.61115,-0.68425,,,
2021.990793,527.9332,0,,,
2022,527.9332,-0.68355,,,
2022.990783,527.25595,0,,,
2023,527.25595,-0.68285,,,
2023.990774,526.5794,0,,,
2024,526.5794,-0.68215,,,
2024.990764,525.90355,0,,,
2025,525.90355,-0.68145,,,
2025.990755,525.2284,0,,,
2026,525.2284,-0.68075,,,
2026.990746,524.55395,0,,,
2027,524.55395,-0.68005,,,
2027.990736,523.8802,0,,,
2028,523.8802,-0.67935,,,
2028.990726,523.20715,0,,,
2029,523.20715,-0.67865,,,
2029.990717,522.5348,0,,,
2030,522.5348,-0.67795,,,
2030.990707,521.86315,0,,,
2031,521.86315,-0.67725,,,
2031.990698,521.1922,0,,,
2032,521.1922,-0.67655,,,
2032.990688,520.52195,0,,,
2033,520.52195,-0.67585,,,
2033.990678,519.8524,0,,,
2034,519.8524,-0.67515,,,
2034.990669,519.18355,0,,,
2035,519.18355,-0.67445,,,
2035.990659,518.5154,0,,,
2036,518.5154,-0.67375,,,
2036.990649,517.84795,0,,,
2037,517.84795,-0.67305,,,
2037.99064,517.1812,0,,,
2038,517.1812,-0.67235,,,
2038.99063,516.51515,0,,,
2039,516.51515,-0.67165,,,
2039.99062,515.8498,0,,,
2040,515.8498,-0.67095,,,
2040.99061,515.18515,0,,,
2041,515.18515,-0.67025,,,
2041.990601,514.5212,0,,,
2042,514.5212,-0.66955,,,
2042.990591,513.85795,0,,,
2043,513.85795,-0.66885,,,
2043.990581,513.1954,0,,,
2044,513.1954,-0.66815,,,
2044.990571,512.53355,0,,,
2045,512.53355,-0.66745,,,
2045.990561,511.8724,0,,,
2046,511.8724,-0.66675,,,
2046.990551,511.21195,0,,,
2047,511.21195,-0.66605,,,
2047.990541,510.5522,0,,,
2048,510.5522,-0.66535,,,
2048.990531,509.89315,0,,,
2049,509.89315,-0.66465,,,
2049.990521,509.2348,0,,,
2050,509.2348,-0.66395,,,
2050.990511,508.57715,0,,,
2051,508.57715,-0.66325,,,
2051.990501,507.9202,0,,,
2052,507.9202,-0.66255,,,
2052.990491,507.26395,0,,,
2053,507.26395,-0.66185,,,
2053.990481,506.6084,0,,,
2054,506.6084,-0.66115,,,
2054.990471,505.95355,0,,,
2055,505.95355,-0.66045,,,
2055.990461,505.2994,0,,,
2056,505.2994,-0.65975,,,
2056.990451,504.64595,0,,,
2057,504.64595,-0.65905,,,
2057.990441,503.9932,0,,,
2058,503.9932,-0.65835,,,
2058.990431,503.34115,0,,,
2059,503.34115,-0.65765,,,
2059.99042,502.6898,0,,,
2060,502.6898,-0.65695,,,
2060.99041,502.03915,0,,,
2061,502.03915,-0.65625,,,
2061.9904,501.3892,0,,,
2062,501.3892,-0.65555,,,
2062.99039,500.73995,0,,,
2063,500.73995,-0.65485,,,
2063.990379,500.0914,0,,,
2064,500.0914,-0.65415,,,
2064.990369,499.44355,0,,,
2065,499.44355,-0.65345,,,
2065.990359,498.7964,0,,,
2066,498.7964,-0.65275,,,
2066.990349,498.14995,0,,,
2067,498.14995,-0.65205,,,
2067.990338,497.5042,0,,,
2068,497.5042,-0.65135,,,
2068.990328,496.85915,0,,,
2069,496.85915,-0.65065,,,
2069.990317,496.2148,0,,,
2070,496.2148,-0.64995,,,
2070.990307,495.57115,0,,,
2071,495.57115,-0.64925,,,
2071.990296,494.9282,0,,,
2072,494.9282,-0.64855,,,
2072.990286,494.28595,0,,,
2073,494.28595,-0.64785,,,
2073.990276,493.6444,0,,,
2074,493.6444,-0.64715,,,
2074.990265,493.00355,0,,,
2075,493.00355,-0.64645,,,
2075.990254,492.3634,0,,,
2076,492.3634,-0.64575,,,
2076.990244,491.72395,0,,,
2077,491.72395,-0.64505,,,
2077.990233,491.0852,0,,,
2078,491.0852,-0.64435,,,
2078.990223,490.44715,0,,,
2079,490.44715,-0.64365,,,
2079.990212,489.8098,0,,,
2080,489.8098,-0.64295,,,
2080.990201,489.17315,0,,,
2081,489.17315,-0.64225,,,
2081.990191,488.5372,0,,,
2082,488.5372,-0.64155,,,
2082.99018,487.90195,0,,,
2083,487.90195,-0.64085,,,
2083.990169,487.2674,0,,,
2084,487.2674,-0.64015,,,
2084.990159,486.63355,0,,,
2085,486.63355,-0.63945,,,
2085.990148,486.0004,0,,,
2086,486.0004,-0.63875,,,
2086.990137,485.36795,0,,,
2087,485.36795,-0.63805,,,
2087.990126,484.7362,0,,,
2088,484.7362,-0.63735,,,
2088.990115,484.10515,0,,,
2089,484.10515,-0.63665,,,
2089.990104,483.4748,0,,,
2090,483.4748,-0.63595,,,
2090.990094,482.84515,0,,,
2091,482.84515,-0.63525,,,
2091.990083,482.2162,0,,,
2092,482.2162,-0.63455,,,
2092.990072,481.58795,0,,,
2093,481.58795,-0.63385,,,
2093.990061,480.9604,0,,,
2094,480.9604,-0.63315,,,
2094.99005,480.33355,0,,,
2095,480.33355,-0.63245,,,
2095.990039,479.7074,0,,,
2096,479.7074,-0.63175,,,
2096.990028,479.08195,0,,,
2097,479.08195,-0.63105,,,
2097.990017,478.4572,0,,,
2098,478.4572,-0.63035,,,
2098.990006,477.83315,0,,,
2099,477.83315,-0.62965,,,
2099.989994,477.2098,0,,,
2100,477.2098,-0.62895,,,
2100.989983,476.58715,0,,,
2101,476.58715,-0.62825,,,
2101.989972,475.9652,0,,,
2102,475.9652,-0.62755,,,
2102.989961,475.34395,0,,,
2103,475.34395,-0.62685,,,
2103.98995,474.7234,0,,,
2104,474.7234,-0.62615,,,
2104.989939,474.10355,0,,,
2105,474.10355,-0.62545,,,
2105.989927,473.4844,0,,,
2106,473.4844,-0.62475,,,
2106.989916,472.86595,0,,,
2107,472.86595,-0.62405,,,
2107.989905,472.2482,0,,,
2108,472.2482,-0.62335,,,
2108.989893,471.63115,0,,,
2109,471.63115,-0.62265,,,
2109.989882,471.0148,0,,,
2110,471.0148,-0.62195,,,
2110.989871,470.39915,0,,,
2111,470.39915,-0.62125,,,
2111.989859,469.7842,0,,,
2112,469.7842,-0.62055,,,
2112.989848,469.16995,0,,,
2113,469.16995,-0.61985,,,
2113.989836,468.5564,0,,,
2114,468.5564,-0.61915,,,
2114.989825,467.94355,0,,,
2115,467.94355,-0.61845,,,
2115.989813,467.3314,0,,,
2116,467.3314,-0.61775,,,
2116.989802,466.71995,0,,,
2117,466.71995,-0.61705,,,
2117.98979,466.1092,0,,,
2118,466.1092,-0.61635,,,
2118.989779,465.49915,0,,,
2119,465.49915,-0.61565,,,
2119.989767,464.8898,0,,,
2120,464.8898,-0.61495,,,
2120.989755,464.28115,0,,,
2121,464.28115,-0.61425,,,
2121.989744,463.6732,0,,,
2122,463.6732,-0.61355,,,
2122.989732,463.06595,0,,,
2123,463.06595,-0.61285,,,
2123.98972,462.4594,0,,,
2124,462.4594,-0.61215,,,
2124.989708,461.85355,0,,,
2125,461.85355,-0.61145,,,
2125.989697,461.2484,0,,,
2126,461.2484,-0.61075,,,
2126.989685,460.64395,0,,,
2127,460.64395,-0.61005,,,
2127.989673,460.0402,0,,,
2128,460.0402,-0.60935,,,
2128.989661,459.43715,0,,,
2129,459.43715,-0.60865,,,
2129.989649,458.8348,0,,,
2130,458.8348,-0.60795,,,
2130.989637,458.23315,0,,,
2131,458.23315,-0.60725,,,
2131.989625,457.6322,0,,,
2132,457.6322,-0.60655,,,
2132.989613,457.03195,0,,,
2133,457.03195,-0.60585,,,
2133.989601,456.4324,0,,,
2134,456.4324,-0.60515,,,
2134.989589,455.83355,0,,,
2135,455.83355,-0.60445,,,
2135.989577,455.2354,0,,,
2136,455.2354,-0.60375,,,
2136.989565,454.63795,0,,,
2137,454.63795,-0.60305,,,
2137.989553,454.0412,0,,,
2138,454.0412,-0.60235,,,
2138.989541,453.44515,0,,,
2139,453.44515,-0.60165,,,
2139.989529,452.8498,0,,,
2140,452.8498,-0.60095,,,
2140.989517,452.25515,0,,,
2141,452.25515,-0.60025,,,
2141.989504,451.6612,0,,,
2142,451.6612,-0.59955,,,
2142.989492,451.06795,0,,,
2143,451.06795,-0.59885,,,
2143.98948,450.4754,0,,,
2144,450.4754,-0.59815,,,
2144.989468,449.88355,0,,,
2145,449.88355,-0.59745,,,
2145.989455,449.2924,0,,,
2146,449.2924,-0.59675,,,
2146.989443,448.70195,0,,,
2147,448.70195,-0.59605,,,
2147.98943,448.1122,0,,,
2148,448.1122,-0.59535,,,
2148.989418,447.52315,0,,,
2149,447.52315,-0.59465,,,
2149.989406,446.9348,0,,,
2150,446.9348,-0.59395,,,
2150.989393,446.34715,0,,,
2151,446.34715,-0.59325,,,
2151.989381,445.7602,0,,,
2152,445.7602,-0.59255,,,
2152.989368,445.17395,0,,,
2153,445.17395,-0.59185,,,
2153.989355,444.5884,0,,,
2154,444.5884,-0.59115,,,
2154.989343,444.00355,0,,,
2155,444.00355,-0.59045,,,
2155.98933,443.4194,0,,,
2156,443.4194,-0.58975,,,
2156.989318,442.83595,0,,,
2157,442.83595,-0.58905,,,
2157.989305,442.2532,0,,,
2158,442.2532,-0.58835,,,
2158.989292,441.67115,0,,,
2159,441.67115,-0.58765,,,
2159.989279,441.0898,0,,,
2160,441.0898,-0.58695,,,
2160.989267,440.50915,0,,,
2161,440.50915,-0.58625,,,
2161.989254,439.9292,0,,,
2162,439.9292,-0.58555,,,
2162.989241,439.34995,0,,,
2163,439.34995,-0.58485,,,
2163.989228,438.7714,0,,,
2164,438.7714,-0.58415,,,
2164.989215,438.19355,0,,,
2165,438.19355,-0.58345,,,
2165.989202,437.6164,0,,,
2166,437.6164,-0.58275,,,
2166.989189,437.03995,0,,,
2167,437.03995,-0.58205,,,
2167.989176,436.4642,0,,,
2168,436.4642,-0.58135,,,
2168.989163,435.88915,0,,,
2169,435.88915,-0.58065,,,
2169.98915,435.3148,0,,,
2170,435.3148,-0.57995,,,
2170.989137,434.74115,0,,,
2171,434.74115,-0.57925,,,
2171.989124,434.1682,0,,,
2172,434.1682,-0.57855,,,
2172.989111,433.59595,0,,,
2173,433.59595,-0.57785,,,
2173.989098,433.0244,0,,,
2174,433.0244,-0.57715,,,
2174.989084,432.45355,0,,,
2175,432.45355,-0.57645,,,
2175.989071,431.8834,0,,,
2176,431.8834,-0.57575,,,
2176.989058,431.31395,0,,,
2177,431.31395,-0.57505,,,
2177.989044,430.7452,0,,,
2178,430.7452,-0.57435,,,
2178.989031,430.17715,0,,,
2179,430.17715,-0.57365,,,
2179.989018,429.6098,0,,,
2180,429.6098,-0.57295,,,
2180.989004,429.04315,0,,,
2181,429.04315,-0.57225,,,
2181.988991,428.4772,0,,,
2182,428.4772,-0.57155,,,
2182.988977,427.91195,0,,,
2183,427.91195,-0.57085,,,
2183.988964,427.3474,0,,,
2184,427.3474,-0.57015,,,
2184.98895,426.78355,0,,,
2185,426.78355,-0.56945,,,
2185.988937,426.2204,0,,,
2186,426.2204,-0.56875,,,
2186.988923,425.65795,0,,,
2187,425.65795,-0.56805,,,
2187.988909,425.0962,0,,,
2188,425.0962,-0.56735,,,
2188.988896,424.53515,0,,,
2189,424.53515,-0.56665,,,
2189.988882,423.9748,0,,,
2190,423.9748,-0.56595,,,
2190.988868,423.41515,0,,,
2191,423.41515,-0.56525,,,
2191.988854,422.8562,0,,,
2192,422.8562,-0.56455,,,
2192.988841,422.29795,0,,,
2193,422.29795,-0.56385,,,
2193.988827,421.7404,0,,,
2194,421.7404,-0.56315,,,
2194.988813,421.18355,0,,,
2195,421.18355,-0.56245,,,
2195.988799,420.6274,0,,,
2196,420.6274,-0.56175,,,
2196.988785,420.07195,0,,,
2197,420.07195,-0.56105,,,
2197.988771,419.5172,0,,,
2198,419.5172,-0.56035,,,
2198.988757,418.96315,0,,,
2199,418.96315,-0.55965,,,
2199.988743,418.4098,0,,,
2200,418.4098,-0.55895,,,
2200.988729,417.85715,0,,,
2201,417.85715,-0.55825,,,
2201.988715,417.3052,0,,,
2202,417.3052,-0.55755,,,
2202.988701,416.75395,0,,,
2203,416.75395,-0.55685,,,
2203.988686,416.2034,0,,,
2204,416.2034,-0.55615,,,
2204.988672,415.65355,0,,,
2205,415.65355,-0.55545,,,
2205.988658,415.1044,0,,,
2206,415.1044,-0.55475,,,
2206.988644,414.55595,0,,,
2207,414.55595,-0.55405,,,
2207.988629,414.0082,0,,,
2208,414.0082,-0.55335,,,
2208.988615,413.46115,0,,,
2209,413.46115,-0.55265,,,
2209.9886,412.9148,0,,,
2210,412.9148,-0.55195,,,
2210.988586,412.36915,0,,,
2211,412.36915,-0.55125,,,
2211.988571,411.8242,0,,,
2212,411.8242,-0.55055,,,
2212.988557,411.27995,0,,,
2213,411.27995,-0.54985,,,
2213.988542,410.7364,0,,,
2214,410.7364,-0.54915,,,
2214.988528,410.19355,0,,,
2215,410.19355,-0.54845,,,
2215.988513,409.6514,0,,,
2216,409.6514,-0.54775,,,
2216.988498,409.10995,0,,,
2217,409.10995,-0.54705,,,
2217.988484,408.5692,0,,,
2218,408.5692,-0.54635,,,
2218.988469,408.02915,0,,,
2219,408.02915,-0.54565,,,
2219.988454,407.4898,0,,,
2220,407.4898,-0.54495,,,
2220.988439,406.95115,0,,,
2221,406.95115,-0.54425,,,
2221.988424,406.4132,0,,,
2222,406.4132,-0.54355,,,
2222.98841,405.87595,0,,,
2223,405.87595,-0.54285,,,
2223.988395,405.3394,0,,,
2224,405.3394,-0.54215,,,
2224.98838,404.80355,0,,,
2225,404.80355,-0.54145,,,
2225.988365,404.2684,0,,,
2226,404.2684,-0.54075,,,
2226.98835,403.73395,0,,,
2227,403.73395,-0.54005,,,
2227.988334,403.2002,0,,,
2228,403.2002,-0.53935,,,
2228.988319,402.66715,0,,,
2229,402.66715,-0.53865,,,
2229.988304,402.1348,0,,,
2230,402.1348,-0.53795,,,
2230.988289,401.60315,0,,,
2231,401.60315,-0.53725,,,
2231.988274,401.0722,0,,,
2232,401.0722,-0.53655,,,
2232.988258,400.54195,0,,,
2233,400.54195,-0.53585,,,
2233.988243,400.0124,0,,,
2234,400.0124,-0.53515,,,
2234.988228,399.48355,0,,,
2235,399.48355,-0.53445,,,
2235.988212,398.9554,0,,,
2236,398.9554,-0.53375,,,
2236.988197,398.42795,0,,,
2237,398.42795,-0.53305,,,
2237.988181,397.9012,0,,,
2238,397.9012,-0.53235,,,
2238.988166,397.37515,0,,,
2239,397.37515,-0.53165,,,
2239.98815,396.8498,0,,,
2240,396.8498,-0.53095,,,
2240.988134,396.32515,0,,,
2241,396.32515,-0.53025,,,
2241.988119,395.8012,0,,,
2242,395.8012,-0.52955,,,
2242.988103,395.27795,0,,,
2243,395.27795,-0.52885,,,
2243.988087,394.7554,0,,,
2244,394.7554,-0.52815,,,
2244.988072,394.23355,0,,,
2245,394.23355,-0.52745,,,
2245.988056,393.7124,0,,,
2246,393.7124,-0.52675,,,
2246.98804,393.19195,0,,,
2247,393.19195,-0.52605,,,
2247.988024,392.6722,0,,,
2248,392.6722,-0.52535,,,
2248.988008,392.15315,0,,,
2249,392.15315,-0.52465,,,
2249.987992,391.6348,0,,,
2250,391.6348,-0.52395,,,
2250.987976,391.11715,0,,,
2251,391.11715,-0.52325,,,
2251.98796,390.6002,0,,,
2252,390.6002,-0.52255,,,
2252.987944,390.08395,0,,,
2253,390.08395,-0.52185,,,
2253.987928,389.5684,0,,,
2254,389.5684,-0.52115,,,
2254.987911,389.05355,0,,,
2255,389.05355,-0.52045,,,
2255.987895,388.5394,0,,,
2256,388.5394,-0.51975,,,
2256.987879,388.02595,0,,,
2257,388.02595,-0.51905,,,
2257.987862,387.5132,0,,,
2258,387.5132,-0.51835,,,
2258.987846,387.00115,0,,,
2259,387.00115,-0.51765,,,
2259.98783,386.4898,0,,,
2260,386.4898,-0.51695,,,
2260.987813,385.97915,0,,,
2261,385.97915,-0.51625,,,
2261.987797,385.4692,0,,,
2262,385.4692,-0.51555,,,
2262.98778,384.95995,0,,,
2263,384.95995,-0.51485,,,
2263.987763,384.4514,0,,,
2264,384.4514,-0.51415,,,
2264.987747,383.94355,0,,,
2265,383.94355,-0.51345,,,
2265.98773,383.4364,0,,,
2266,383.4364,-0.51275,,,
2266.987713,382.92995,0,,,
2267,382.92995,-0.51205,,,
2267.987697,382.4242,0,,,
2268,382.4242,-0.51135,,,
2268.98768,381.91915,0,,,
2269,381.91915,-0.51065,,,
2269.987663,381.4148,0,,,
2270,381.4148,-0.50995,,,
2270.987646,380.91115,0,,,
2271,380.91115,-0.50925,,,
2271.987629,380.4082,0,,,
2272,380.4082,-0.50855,,,
2272.987612,379.90595,0,,,
2273,379.90595,-0.50785,,,
2273.987595,379.4044,0,,,
2274,379.4044,-0.50715,,,
2274.987578,378.90355,0,,,
2275,378.90355,-0.50645,,,
2275.98756,378.4034,0,,,
2276,378.4034,-0.50575,,,
2276.987543,377.90395,0,,,
2277,377.90395,-0.50505,,,
2277.987526,377.4052,0,,,
2278,377.4052,-0.50435,,,
2278.987509,376.90715,0,,,
2279,376.90715,-0.50365,,,
2279.987491,376.4098,0,,,
2280,376.4098,-0.50295,,,
2280.987474,375.91315,0,,,
2281,375.91315,-0.50225,,,
2281.987456,375.4172,0,,,
2282,375.4172,-0.50155,,,
2282.987439,374.92195,0,,,
2283,374.92195,-0.50085,,,
2283.987421,374.4274,0,,,
2284,374.4274,-0.50015,,,
2284.987404,373.93355,0,,,
2285,373.93355,-0.49945,,,
2285.987386,373.4404,0,,,
2286,373.4404,-0.49875,,,
2286.987368,372.94795,0,,,
2287,372.94795,-0.49805,,,
2287.987351,372.4562,0,,,
2288,372.4562,-0.49735,,,
2288.987333,371.96515,0,,,
2289,371.96515,-0.49665,,,
2289.987315,371.4748,0,,,
2290,371.4748,-0.49595,,,
2290.987297,370.98515,0,,,
2291,370.98515,-0.49525,,,
2291.987279,370.4962,0,,,
2292,370.4962,-0.49455,,,
2292.987261,370.00795,0,,,
2293,370.00795,-0.49385,,,
2293.987243,369.5204,0,,,
2294,369.5204,-0.49315,,,
2294.987225,369.03355,0,,,
2295,369.03355,-0.49245,,,
2295.987207,368.5474,0,,,
2296,368.5474,-0.49175,,,
2296.987189,368.06195,0,,,
2297,368.06195,-0.49105,,,
2297.98717,367.5772,0,,,
2298,367.5772,-0.49035,,,
2298.987152,367.09315,0,,,
2299,367.09315,-0.48965,,,
2299.987134,366.6098,0,,,
2300,366.6098,-0.48895,,,
2300.987115,366.12715,0,,,
2301,366.12715,-0.48825,,,
2301.987097,365.6452,0,,,
2302,365.6452,-0.48755,,,
2302.987078,365.16395,0,,,
2303,365.16395,-0.48685,,,
2303.98706,364.6834,0,,,
2304,364.6834,-0.48615,,,
2304.987041,364.20355,0,,,
2305,364.20355,-0.48545,,,
2305.987022,363.7244,0,,,
2306,363.7244,-0.48475,,,
2306.987004,363.24595,0,,,
2307,363.24595,-0.48405,,,
2307.986985,362.7682,0,,,
2308,362.7682,-0.48335,,,
2308.986966,362.29115,0,,,
2309,362.29115,-0.48265,,,
2309.986947,361.8148,0,,,
2310,361.8148,-0.48195,,,
2310.986928,361.33915,0,,,
2311,361.33915,-0.48125,,,
2311.986909,360.8642,0,,,
2312,360.8642,-0.48055,,,
2312.98689,360.38995,0,,,
2313,360.38995,-0.47985,,,
2313.986871,359.9164,0,,,
2314,359.9164,-0.47915,,,
2314.986852,359.44355,0,,,
2315,359.44355,-0.47845,,,
2315.986832,358.9714,0,,,
2316,358.9714,-0.47775,,,
2316.986813,358.49995,0,,,
2317,358.49995,-0.47705,,,
2317.986794,358.0292,0,,,
2318,358.0292,-0.47635,,,
2318.986774,357.55915,0,,,
2319,357.55915,-0.47565,,,
2319.986755,357.0898,0,,,
2320,357.0898,-0.47495,,,
2320.986735,356.62115,0,,,
2321,356.62115,-0.47425,,,
2321.986716,356.1532,0,,,
2322,356.1532,-0.47355,,,
2322.986696,355.68595,0,,,
2323,355.68595,-0.47285,,,
2323.986677,355.2194,0,,,
2324,355.2194,-0.47215,,,
2324.986657,354.75355,0,,,
2325,354.75355,-0.47145,,,
2325.986637,354.2884,0,,,
2326,354.2884,-0.47075,,,
2326.986617,353.82395,0,,,
2327,353.82395,-0.47005,,,
2327.986597,353.3602,0,,,
2328,353.3602,-0.46935,,,
2328.986577,352.89715,0,,,
2329,352.89715,-0.46865,,,
2329.986557,352.4348,0,,,
2330,352.4348,-0.46795,,,
2330.986537,351.97315,0,,,
2331,351.97315,-0.46725,,,
2331.986517,351.5122,0,,,
2332,351.5122,-0.46655,,,
2332.986497,351.05195,0,,,
2333,351.05195,-0.46585,,,
2333.986476,350.5924,0,,,
2334,350.5924,-0.46515,,,
2334.986456,350.13355,0,,,
2335,350.13355,-0.46445,,,
2335.986436,349.6754,0,,,
2336,349.6754,-0.46375,,,
2336.986415,349.21795,0,,,
2337,349.21795,-0.46305,,,
2337.986395,348.7612,0,,,
2338,348.7612,-0.46235,,,
2338.986374,348.30515,0,,,
2339,348.30515,-0.46165,,,
2339.986353,347.8498,0,,,
2340,347.8498,-0.46095,,,
2340.986333,347.39515,0,,,
2341,347.39515,-0.46025,,,
2341.986312,346.9412,0,,,
2342,346.9412,-0.45955,,,
2342.986291,346.48795,0,,,
2343,346.48795,-0.45885,,,
2343.98627,346.0354,0,,,
2344,346.0354,-0.45815,,,
2344.986249,345.58355,0,,,
2345,345.58355,-0.45745,,,
2345.986228,345.1324,0,,,
2346,345.1324,-0.45675,,,
2346.986207,344.68195,0,,,
2347,344.68195,-0.45605,,,
2347.986186,344.2322,0,,,
2348,344.2322,-0.45535,,,
2348.986164,343.78315,0,,,
2349,343.78315,-0.45465,,,
2349.986143,343.3348,0,,,
2350,343.3348,-0.45395,,,
2350.986122,342.88715,0,,,
2351,342.88715,-0.45325,,,
2351.9861,342.4402,0,,,
2352,342.4402,-0.45255,,,
2352.986079,341.99395,0,,,
2353,341.99395,-0.45185,,,
2353.986057,341.5484,0,,,
2354,341.5484,-0.45115,,,
2354.986036,341.10355,0,,,
2355,341.10355,-0.45045,,,
2355.986014,340.6594,0,,,
2356,340.6594,-0.44975,,,
2356.985992,340.21595,0,,,
2357,340.21595,-0.44905,,,
2357.98597,339.7732,0,,,
2358,339.7732,-0.44835,,,
2358.985948,339.33115,0,,,
2359,339.33115,-0.44765,,,
2359.985927,338.8898,0,,,
2360,338.8898,-0.44695,,,
2360.985904,338.44915,0,,,
2361,338.44915,-0.44625,,,
2361.985882,338.0092,0,,,
2362,338.0092,-0.44555,,,
2362.98586,337.56995,0,,,
2363,337.56995,-0.44485,,,
2363.985838,337.1314,0,,,
2364,337.1314,-0.44415,,,
2364.985816,336.69355,0,,,
2365,336.69355,-0.44345,,,
2365.985793,336.2564,0,,,
2366,336.2564,-0.44275,,,
2366.985771,335.81995,0,,,
2367,335.81995,-0.44205,,,
2367.985748,335.3842,0,,,
2368,335.3842,-0.44135,,,
2368.985726,334.94915,0,,,
2369,334.94915,-0.44065,,,
2369.985703,334.5148,0,,,
2370,334.5148,-0.43995,,,
2370.98568,334.08115,0,,,
2371,334.08115,-0.43925,,,
2371.985657,333.6482,0,,,
2372,333.6482,-0.43855,,,
2372.985634,333.21595,0,,,
2373,333.21595,-0.43785,,,
2373.985612,332.7844,0,,,
2374,332.7844,-0.43715,,,
2374.985588,332.35355,0,,,
2375,332.35355,-0.43645,,,
2375.985565,331.9234,0,,,
2376,331.9234,-0.43575,,,
2376.985542,331.49395,0,,,
2377,331.49395,-0.43505,,,
2377.985519,331.0652,0,,,
2378,331.0652,-0.43435,,,
2378.985496,330.63715,0,,,
2379,330.63715,-0.43365,,,
2379.985472,330.2098,0,,,
2380,330.2098,-0.43295,,,
2380.985449,329.78315,0,,,
2381,329.78315,-0.43225,,,
2381.985425,329.3572,0,,,
